Arquivo,Classe,Liver,Kidney,Altura,Comprimento,Hi,Hu,Homogeneidade,Entropia
ROI_27_8,esteatose,"(333, 163)","(306, 222)",28,28,1.4298242474138239,"[0.0009323663493622611, 2.2839671676176898e-10, 2.178587083661065e-13, 1.216809761237195e-13, 4.150301350496151e-27, -1.7863761690533155e-18, -1.9372093270026212e-26]","[0.5185682348675196, 0.019567480798086016, 0.2782303550797065, 0.01956741386424807]","[6.963592093851129, 7.966338420498741, 6.408535785870322, 7.972658208005965]"
ROI_27_9,esteatose,"(328, 149)","(317, 240)",28,28,1.5381601009815558,"[0.0009198376705039876, 1.572924266622045e-11, 6.61374494699841e-13, 9.161346606201683e-14, 1.1961114352210976e-27, 4.6405946788292953e-20, 2.2519094790283287e-26]","[0.5185780331263942, 0.021540536624338663, 0.28107025282393033, 0.02154034381751036]","[6.8545425633497175, 7.91252805319847, 6.392662769997304, 7.9146442146643]"
ROI_28_0,esteatose,"(298, 167)","(234, 169)",28,28,1.127267219508501,"[0.0010309770137379918, 8.47199481513108e-10, 1.2459086623712445e-13, 1.883665177550822e-13, -2.885212900104096e-26, -4.998376551169452e-18, -5.21022591740901e-28]","[0.5185517368096146, 0.026440282854395345, 0.2881961644039732, 0.02644034556313049]","[7.148499432385518, 8.101690339747774, 6.459150418815414, 8.09650517795951]"
ROI_28_2,esteatose,"(309, 178)","(227, 162)",28,28,1.192087818091097,"[0.0010566051529464493, 1.0781122236493437e-11, 1.820497229141948e-13, 3.7598693816064844e-14, -3.0903582470289004e-27, 1.1269356672476417e-19, 3.549126314093739e-28]","[0.5185494380889478, 0.034673250540029975, 0.3001075354904307, 0.03467323073740086]","[6.893402113524318, 7.970554898527754, 6.419467879132873, 7.970213814747938]"
ROI_28_1,esteatose,"(308, 164)","(235, 164)",28,28,1.1899704183687843,"[0.0010591774099691204, 1.9305176810305438e-10, 1.5105158023886038e-13, 1.4924587498465866e-14, -3.204421695829796e-28, 2.0550546998749115e-19, -6.320327889597573e-28]","[0.5185494063859157, 0.028885161175891988, 0.29173578078305445, 0.02888522387966237]","[7.1715606583709315, 8.111029274759108, 6.4432774029424, 8.111963230288625]"
ROI_28_3,esteatose,"(298, 169)","(236, 160)",28,28,1.2460563781321186,"[0.0009938926633967574, 3.069501478912359e-10, 3.446720457479431e-14, 1.652409324850842e-14, -2.9348507211036958e-28, 2.331553548779425e-19, 2.633946579800129e-28]","[0.5185558577099738, 0.028950058443676447, 0.2918199922478382, 0.028950057209342468]","[7.0339350457095495, 7.994794364928869, 6.38173067673475, 7.996581928698391]"
ROI_28_4,esteatose,"(308, 169)","(242, 165)",28,28,1.1783284536286616,"[0.0010366048989867878, 2.6170087583968614e-10, 2.1279951401550283e-14, 5.173661960899626e-14, 1.147795276035523e-27, -1.714687917176463e-20, 1.2765037411165927e-27]","[0.518550063897811, 0.011206054276096434, 0.2661625580982511, 0.011206068330361916]","[7.133934350316021, 8.047069132101315, 6.43534089500589, 8.04522416918232]"
ROI_28_5,esteatose,"(298, 168)","(235, 161)",28,28,1.216994812872999,"[0.000999306116387633, 1.627326382609672e-11, 8.99196263502849e-14, 1.1728632665020346e-13, -8.034971654271725e-27, 4.381649251819277e-19, 8.973047948238612e-27]","[0.5185558689961474, 0.02194849600837409, 0.2816931664414502, 0.021948493306035387]","[7.0286187936566265, 8.016381140847004, 6.419467879132875, 8.02042155042176]"
ROI_28_6,esteatose,"(309, 198)","(223, 160)",28,28,1.1692136550093861,"[0.001042990997147159, 1.5700208827093227e-10, 3.3651551614768093e-14, 3.654032553842349e-14, 1.096141270190099e-27, -2.0376279823343813e-19, 6.635376209082799e-28]","[0.5185497243664677, 0.02184858338941074, 0.28155722223053364, 0.021848567852268547]","[6.8967841353922275, 7.95577074910372, 6.42740438706938, 7.954116410996001]"
ROI_28_7,esteatose,"(316, 175)","(221, 160)",28,28,1.075799349820995,"[0.0011313021279076739, 5.777704034645798e-10, 1.0698882934926693e-13, 3.2576551049178764e-14, 1.5667829522959155e-27, 6.935508147400684e-20, 1.1153163975355141e-27]","[0.5185422773452809, 0.01110603601659401, 0.2660295961088754, 0.01110599341349006]","[7.2769228704609334, 8.142143734033457, 6.451213910878906, 8.142143734033455]"
ROI_28_8,esteatose,"(323, 209)","(229, 167)",28,28,1.024505949572784,"[0.0011517348113316574, 4.0482669491722195e-11, 1.8929469947159328e-13, 1.6590193548698285e-14, 9.188105561358733e-28, 1.0476997175055087e-19, 1.4192773226526064e-28]","[0.5185410370798728, 0.028753727497343243, 0.29155761536633884, 0.028753729020089734]","[6.941732849504874, 7.963038204741431, 6.427404387069385, 7.963505664047359]"
ROI_28_9,esteatose,"(323, 196)","(231, 165)",28,28,1.0509701283266788,"[0.001159693582579275, 4.078211196455149e-11, 1.735295751515459e-13, 2.3311824966356137e-13, -3.937419607608652e-26, 1.4199798014828026e-18, -2.5456835149542507e-26]","[0.5185410493355406, 0.017512428745794294, 0.27529775529311534, 0.017512424351898315]","[7.200983048885934, 8.154549487569305, 6.48295994262494, 8.154049449192625]"
ROI_29_0,esteatose,"(338, 128)","(261, 169)",28,28,1.475151227612383,"[0.0009806447776089435, 7.554102792589166e-11, 9.638764557315253e-14, 9.281965273577077e-14, -7.949371936793209e-27, -5.397961855822698e-19, 3.726579424311237e-27]","[0.518562758967876, 0.023557202545466727, 0.2840099822301428, 0.02355705763343268]","[6.980614907191418, 7.999101225827224, 6.419467879132873, 7.998174877201448]"
ROI_29_1,esteatose,"(323, 137)","(264, 167)",28,28,1.4643252325724354,"[0.000982849082102392, 1.1318540331318605e-10, 9.953029519077602e-14, 1.2157965494865878e-13, 1.0804910845116669e-26, 2.0944050258933793e-19, -7.88188489248674e-27]","[0.5185596571565881, 0.021491822635426462, 0.2810269881360398, 0.021491832024848855]","[6.9555341077122295, 8.003330467160042, 6.451213910878906, 8.003272841564515]"
ROI_29_2,esteatose,"(326, 140)","(282, 169)",28,28,1.5287361285029577,"[0.0009463079233373948, 3.617177415870957e-10, 3.947067629430795e-13, 4.2185589387090304e-14, -4.046439128715507e-27, 6.659439104795599e-20, -3.6412549278931644e-27]","[0.5185638338875941, 0.024303357774048056, 0.2850866107431681, 0.024303394804834812]","[7.038248583763144, 8.011387281752594, 6.427404387069382, 8.008875718956315]"
ROI_29_3,esteatose,"(337, 141)","(265, 160)",28,28,1.4697825997277338,"[0.0010038422100433534, 5.2698650951278654e-11, 7.970142183077761e-14, 9.014775731208176e-14, 2.8556854679100298e-27, 4.0870152911009843e-19, -7.087597284346354e-27]","[0.5185556842449511, 0.0277786412015832, 0.2901257718981052, 0.027778635165448488]","[7.020004452234566, 8.032013410123806, 6.435340895005889, 8.034062467151683]"
ROI_29_4,esteatose,"(362, 142)","(285, 163)",28,28,1.3516813410432575,"[0.0011284663812577485, 2.2150292535466125e-10, 4.962731218263303e-13, 3.2931833504418864e-14, -3.837688715380945e-27, 3.5730669334485055e-19, 1.7310172288326722e-27]","[0.5185440038539809, 0.020492374737550147, 0.27960411675405034, 0.020492296988509913]","[6.746366807943709, 7.889297607543434, 6.411531371196366, 7.879535499183798]"
ROI_29_5,esteatose,"(342, 142)","(275, 165)",28,28,1.4482181938307799,"[0.0010119189560137817, 1.7567006673947602e-10, 9.981423065043665e-13, 1.3135036027392697e-13, 3.319805275049621e-26, -1.1388326667662115e-18, -3.4056663285954754e-26]","[0.5185554012536093, 0.024607574438904933, 0.2855394037141357, 0.024607544275353454]","[7.01645276829364, 8.002995098213516, 6.3956583553233495, 8.008446632439902]"
ROI_29_6,esteatose,"(333, 131)","(274, 164)",28,28,1.5259065269943595,"[0.0009436613694014707, 1.969301387912533e-11, 1.265454776381479e-13, 1.4682227752795945e-14, 6.151829240214257e-28, 2.36235800196143e-21, -1.485543489590066e-28]","[0.5185708614009507, 0.03049140476499048, 0.29402797468459846, 0.03049144474934649]","[6.929458096935259, 7.96269335695248, 6.411531371196366, 7.961705766282625]"
ROI_29_7,esteatose,"(348, 148)","(274, 172)",28,28,1.4091957221802567,"[0.0010233186392973922, 1.5295855011231547e-10, 8.735922390385722e-14, 2.2271249138291097e-13, 1.789192795825731e-26, 1.6930357895763605e-18, 2.5395130432741105e-26]","[0.5185517176746176, 0.03472455475806058, 0.3001785116151421, 0.03472452372932778]","[6.683413368250607, 7.833456242377208, 6.36885324618778, 7.8339520469953445]"
ROI_29_8,esteatose,"(347, 149)","(270, 173)",28,28,1.444568505247772,"[0.0010063041038141658, 5.975582233953059e-12, 9.271911641909044e-14, 2.786396397761005e-14, -1.2425367531913129e-27, 5.080040411050066e-20, 6.796692232670244e-28]","[0.5185546105418807, 0.01783036524304864, 0.2757381460622604, 0.01783038651361318]","[6.642743433753251, 7.775977758710381, 6.340102799767794, 7.786377758255954]"
ROI_29_9,esteatose,"(345, 137)","(270, 176)",28,28,1.5162671060828328,"[0.0009330061533150083, 2.971917655434709e-11, 2.160064298185854e-13, 5.79886848953104e-14, 3.89509868432077e-27, 1.5302026747353151e-19, -5.1912417947743674e-27]","[0.5185742956579064, 0.030084623879036362, 0.2934342241402704, 0.03008478128323679]","[6.9552482961651805, 7.987337703526466, 6.43534089500589, 7.98715678400367]"
ROI_30_0,esteatose,"(307, 185)","(237, 216)",28,28,1.4240498653925444,"[0.001150364796192541, 3.3260562459113507e-10, 2.0501825323830821e-13, 2.7575406766051003e-14, 1.720797652152572e-27, -2.9498288161846297e-19, 1.1566179265438023e-27]","[0.5185419807113195, 0.0255564854129042, 0.28693178086849913, 0.025556500863279288]","[6.606571483967166, 7.7833639458958475, 6.376789754124289, 7.7843009086664425]"
ROI_30_1,esteatose,"(301, 181)","(248, 218)",28,28,1.4765091013741996,"[0.0010577729332100676, 6.659544142199292e-11, 6.801209698890268e-13, 7.100510720576706e-14, -1.5603160384495363e-26, -5.720458030052649e-19, 1.292139974913172e-28]","[0.5185489078541674, 0.028419508894310823, 0.29106340642639533, 0.028419449274309415]","[6.910073805195905, 7.907304676391639, 6.371848831513828, 7.895458026006339]"
ROI_30_2,esteatose,"(319, 177)","(241, 222)",28,28,1.3866706419283077,"[0.0011598984632294434, 9.378896342437807e-11, 1.7644240732889454e-13, 1.2286452458033396e-13, 4.675397760315857e-27, 1.1422513710615606e-18, -1.7475491134296346e-26]","[0.5185423196966681, 0.026359700445483247, 0.2880933669569042, 0.02635968956282313]","[6.886535712537041, 7.946959001906291, 6.435340895005892, 7.945409983255092]"
ROI_30_3,esteatose,"(305, 188)","(241, 214)",28,28,1.3983624663849406,"[0.0011449328562722905, 2.020872201389482e-10, 2.1378154000562653e-13, 7.179888632422289e-14, 8.651086439243751e-27, 8.29313626595864e-20, -2.070133534842557e-27]","[0.5185430547341805, 0.018121970795552476, 0.2761768539950296, 0.01812196910455998]","[7.047351886451463, 8.019906170808785, 6.392662769997304, 8.015317950110877]"
ROI_30_4,esteatose,"(311, 179)","(255, 215)",28,28,1.4409282187249155,"[0.0011168467988607023, 3.9221877441148067e-11, 1.2107368277814125e-13, 7.530409148332045e-14, -9.924479286969266e-28, 2.7954847449217054e-19, 7.121574573963112e-27]","[0.5185446594659481, 0.027657842833697405, 0.28996705863899513, 0.027657845932051107]","[6.807287424234124, 7.925718798155209, 6.435340895005889, 7.929835795538052]"
ROI_30_5,esteatose,"(297, 175)","(235, 211)",28,28,1.5757811324539845,"[0.0010700255275921675, 2.8072060013075117e-10, 9.139781313011297e-14, 1.4193731547022447e-13, -1.6156608994359607e-26, -9.361980579482394e-19, 5.619856018637602e-28]","[0.518550841979203, 0.02767189961382857, 0.2899787119031769, 0.027671951390741138]","[6.912046000338185, 7.935348087733056, 6.3877218473868425, 7.9365302936693665]"
ROI_30_6,esteatose,"(304, 173)","(239, 213)",28,28,1.6288884983303622,"[0.0010074767322213974, 3.7699925601504577e-10, 9.720445570611896e-14, 5.999671732951442e-13, 1.29307533963944e-25, 6.7638637533636554e-18, 6.536266600353425e-26]","[0.5185630972085314, 0.028678154737342365, 0.29141674839976545, 0.028678139455341086]","[7.058287667353209, 8.045316324672756, 6.448218325552863, 8.045054831414397]"
ROI_30_7,esteatose,"(297, 180)","(256, 214)",28,28,1.5298265951794427,"[0.0010317845686780634, 1.404938719664123e-10, 1.0095378524571117e-13, 8.281461528406179e-14, 7.129949657736446e-27, 7.9209140931936535e-19, 2.5498929934780695e-27]","[0.5185522857824079, 0.0358294236839664, 0.3017759522403325, 0.03582938808173583]","[6.737259601775072, 7.880539566392349, 6.411531371196368, 7.880958091534643]"
ROI_30_8,esteatose,"(299, 180)","(238, 210)",28,28,1.5225466753616885,"[0.0010580530454887456, 2.0675826919873192e-10, 2.663027919208458e-13, 2.0474806017602562e-13, 4.774819419890417e-26, -7.518582549140102e-19, -2.427657965223175e-27]","[0.5185481460435719, 0.024149185588250247, 0.28488690920898774, 0.02414911546878015]","[6.673570296532052, 7.78002671950949, 6.352980230314766, 7.784898624837736]"
ROI_30_9,esteatose,"(300, 191)","(237, 212)",28,28,1.4362863932026018,"[0.001094505688086478, 3.3112170351317023e-10, 3.676874500460778e-13, 2.206302374273525e-14, -8.129763114965093e-28, -7.85054192100659e-20, 1.8132703107625107e-27]","[0.5185444809088371, 0.02569379505763113, 0.28712658163401367, 0.02569383311675324]","[6.8117563270951385, 7.8935717619422165, 6.3797853394503345, 7.887217942400723]"
ROI_31_0,esteatose,"(310, 175)","(287, 228)",28,28,1.5102629230452391,"[0.001060722514562747, 1.0827393870332774e-10, 1.294535715108968e-13, 5.579863429172798e-14, -3.902642247821358e-27, -2.4775302016115876e-20, -2.6942790421675745e-27]","[0.5185492265836666, 0.015084151256395032, 0.2717743270784244, 0.015084174354370917]","[7.00719382904904, 8.02295154058089, 6.448218325552863, 8.026093507735144]"
ROI_31_1,esteatose,"(327, 163)","(291, 226)",28,28,1.6331443442699134,"[0.0009224545898911729, 1.0972135719817416e-11, 1.329682515022613e-13, 2.6520607088426405e-13, 3.938521166422905e-26, -6.923688315457027e-19, 3.0480675372433715e-26]","[0.5185717892957322, 0.03044801599454926, 0.2939636443949835, 0.030448015994549257]","[6.694361158352608, 7.86389084513754, 6.419467879132873, 7.86381293402565]"
ROI_31_2,esteatose,"(322, 172)","(294, 212)",28,28,1.4644360638484475,"[0.0010502799990991549, 1.689946979188094e-10, 4.210910083133621e-13, 8.032795776877169e-14, 1.2085914306577861e-26, 2.4381520208912835e-19, -8.496568579040036e-27]","[0.5185501934530325, 0.012279983988680148, 0.267716162538586, 0.012279963247064112]","[6.8941546427091, 7.969137168499375, 6.459150418815415, 7.973689485224326]"
ROI_31_3,esteatose,"(325, 180)","(293, 226)",28,28,1.5137852004810637,"[0.0010148894272890524, 3.4542185722201013e-11, 1.768641189541866e-13, 3.584328609187986e-13, -3.0468823083642874e-26, 1.597412002268142e-18, -8.49477935540001e-26]","[0.5185534679276418, 0.023492812692545766, 0.2839296831810107, 0.023492828458166023]","[6.784441986250694, 7.872375940935108, 6.37678975412429, 7.871951502624698]"
ROI_31_4,esteatose,"(328, 173)","(299, 224)",28,28,1.630603302999663,"[0.0009835324879272668, 4.114356033084505e-11, 2.7183014337196937e-13, 3.3934223123123566e-15, 9.0473129302082e-29, -9.540749457009005e-21, -4.936331022168973e-29]","[0.5185603131508599, 0.016986352188408837, 0.27450843733664304, 0.01698623195043963]","[7.0232916679097634, 8.007039350682879, 6.419467879132873, 8.011490808155905]"
ROI_31_5,esteatose,"(326, 180)","(298, 227)",28,28,1.6329404299973156,"[0.0009711168972251775, 4.364527431715684e-11, 1.1943697251241396e-13, 3.2015853855182486e-13, 5.552147070955135e-26, 1.6771371752436158e-18, -2.8929169223112614e-26]","[0.5185614614495649, 0.02337271647365741, 0.28374421165156627, 0.02337273515565992]","[6.874108415023483, 7.945067027536588, 6.411531371196365, 7.945331075143923]"
ROI_31_6,esteatose,"(309, 170)","(298, 230)",28,28,1.6252000970167353,"[0.0009968259053641953, 2.7390100326761967e-11, 4.716082829874163e-13, 3.2397058040229276e-13, 1.2347182625002502e-25, -5.84252860859244e-19, 2.8120910435778e-26]","[0.518557136259008, 0.02492641317689106, 0.2859979283061894, 0.02492633327413473]","[6.943657305117835, 7.998148921820332, 6.443277402942397, 7.996393028265218]"
ROI_31_7,esteatose,"(309, 176)","(300, 234)",28,28,1.6061587547133325,"[0.0009841557959070456, 1.3848873878081423e-10, 2.6709528628278086e-13, 1.1992563781673149e-14, 2.689983017270492e-28, 1.3887112347644326e-19, 6.231557355057928e-28]","[0.5185579880735038, 0.024667148740522744, 0.2856220909338759, 0.024667205411915607]","[6.618130998631874, 7.793475704569625, 6.38173067673475, 7.794108968608103]"
ROI_31_8,esteatose,"(324, 179)","(296, 237)",28,28,1.630627969376954,"[0.000976319328767654, 2.1497701050023805e-10, 4.81619394544549e-13, 1.7811041717464944e-13, -4.762988318642421e-26, -4.1054604854388766e-19, -2.1275950809038138e-26]","[0.5185613024680413, 0.01802715211345459, 0.2760125302072834, 0.018027177191604207]","[6.956082146837585, 7.97354091832623, 6.403594863259858, 7.973403928655299]"
ROI_31_9,esteatose,"(329, 174)","(286, 232)",28,28,1.5353806605614084,"[0.0010629558886082577, 1.4549026044303018e-10, 4.548825624258942e-13, 1.0690007340936265e-13, -2.5959087669798773e-27, 9.757795421775446e-19, -2.3429728465591574e-26]","[0.5185498295502439, 0.03549017825785298, 0.3012885670184995, 0.03549019234336882]","[6.813000332560459, 7.896262726197477, 6.392662769997306, 7.8959254853122625]"
ROI_32_0,esteatose,"(360, 146)","(303, 214)",28,28,1.313318697402122,"[0.0011000563708509986, 9.672715572632243e-11, 6.280806420108105e-13, 2.7628362141829006e-13, -1.8246313129265984e-26, 2.500231148409098e-18, 1.1363517244846338e-25]","[0.5185458181914535, 0.025982120397638895, 0.2875418769878852, 0.025982113616761903]","[6.868784086306913, 7.9761370251814965, 6.443277402942397, 7.975879601263797]"
ROI_32_1,esteatose,"(372, 166)","(298, 213)",28,28,1.1731345534048288,"[0.00121787338774418, 2.3536870254535105e-10, 1.1898644554643984e-12, 7.534508168049478e-14, -1.4975487794337407e-26, 8.503668590302659e-19, -1.6872155877537845e-26]","[0.518538124190243, 0.029812775339804757, 0.2930936554374583, 0.029812784380550322]","[6.7547341462414945, 7.874080376620089, 6.387721847386842, 7.873191334156539]"
ROI_32_2,esteatose,"(363, 167)","(289, 208)",28,28,1.1462365988227263,"[0.0012518969743573515, 1.252324692533421e-10, 7.609404984104965e-14, 3.4958766813562843e-15, 5.056940353545236e-29, 3.6288803580675117e-20, 2.6339147885455113e-29]","[0.5185376241407005, 0.01718272985703683, 0.2748259166342783, 0.01718270832634827]","[6.9522347812966485, 7.98122935359674, 6.41647229380683, 7.981503106492551]"
ROI_32_3,esteatose,"(364, 166)","(287, 214)",28,28,1.1565943895806496,"[0.00120525395859651, 3.0614139275556736e-10, 4.320633782300035e-13, 3.643622943466994e-13, 1.6249874252507292e-26, -2.908987281418645e-19, -1.436523985806978e-25]","[0.5185389497552787, 0.04595069382260742, 0.3164349546365465, 0.045950683037806646]","[6.8382258611903515, 7.888780335860009, 6.379785339450335, 7.893661867591262]"
ROI_32_4,esteatose,"(358, 150)","(330, 220)",28,28,1.3195299594533716,"[0.0010630151763565189, 2.042525534636398e-11, 1.8347104376851768e-13, 1.0339925644007708e-13, 1.2959834873966982e-26, -4.661391433859425e-19, -5.904818654854367e-27]","[0.5185474021452313, 0.03770476371964128, 0.3044954282101984, 0.03770476895433867]","[6.818564769413676, 7.911523111050516, 6.419467879132873, 7.911075254850657]"
ROI_32_5,esteatose,"(375, 150)","(320, 215)",28,28,1.2531885718579185,"[0.0011285362926722802, 1.528036409883204e-10, 2.3739592867487634e-13, 5.94663343535922e-14, 1.8257716969987946e-27, 7.200066221994433e-19, 6.825537303935741e-27]","[0.5185427745195605, 0.03416692311618465, 0.29938485554302136, 0.034166910226982206]","[6.755962999126155, 7.87342040043244, 6.389667184671261, 7.873761484212255]"
ROI_32_6,esteatose,"(354, 148)","(320, 213)",28,28,1.3235470453778995,"[0.0010774801301856266, 1.13889112641574e-10, 5.2445003988655685e-14, 1.7663426818337877e-13, -1.5415444158377277e-26, -1.4019784292803357e-18, 7.168320873870635e-27]","[0.5185475837525634, 0.026733786558807357, 0.2886265285400672, 0.026733646171623326]","[6.7726102922882285, 7.88831287202637, 6.419467879132873, 7.883177375055024]"
ROI_32_7,esteatose,"(357, 143)","(319, 211)",28,28,1.3255178942003132,"[0.0010630596506199046, 2.0454833035641852e-10, 2.577397077670811e-13, 1.3344693151292398e-13, 1.935995186482535e-26, 1.0362478857023529e-18, 1.541731802508637e-26]","[0.5185492265710405, 0.02818390719241351, 0.29072165622050594, 0.02818387648114809]","[6.81563896285647, 7.903424204627846, 6.387721847386842, 7.901880879130845]"
ROI_32_8,esteatose,"(345, 151)","(302, 213)",28,28,1.261261759822911,"[0.0010893762240109222, 2.6767586703893526e-10, 2.5883920433640696e-14, 7.322942165831686e-14, -2.3444951941878844e-27, 8.109932400504207e-19, 2.1605235816468554e-27]","[0.5185454417818287, 0.02439301279136279, 0.2852436532274353, 0.02439304534314898]","[6.951991767395568, 7.999601343089377, 6.451213910878906, 7.997561991349975]"
ROI_32_9,esteatose,"(321, 131)","(318, 211)",28,28,1.406556707916659,"[0.000986093912553279, 1.9841482182954462e-10, 3.507467579247279e-13, 6.41174465663318e-14, -5.660924279716419e-27, 8.740928863719897e-19, -7.772207909735415e-27]","[0.5185556937625183, 0.014782055382085572, 0.27132720859407683, 0.014782049378313884]","[6.989043162453813, 7.983047604366565, 6.403594863259858, 7.987999100216274]"
ROI_33_0,esteatose,"(371, 165)","(325, 213)",28,28,1.8056738931490426,"[0.0010314433454641273, 1.0854822980683279e-10, 1.2772014992331164e-12, 1.3228923925067056e-13, 4.677002571174127e-26, -2.7983298373594717e-19, 2.7738777394879367e-26]","[0.5185563333605548, 0.02661511481826203, 0.28844263149889005, 0.026615128470845868]","[6.921015490534955, 7.956982221538181, 6.4085357858703205, 7.958265982921886]"
ROI_33_1,esteatose,"(350, 134)","(324, 200)",28,28,1.6383606034849127,"[0.0010463086839414262, 1.5853327004837425e-10, 3.1381427280248696e-14, 8.230098377639634e-16, 1.252832181787882e-30, 4.107564530590474e-21, 3.990533438919289e-30]","[0.518551902740928, 0.01663696962574742, 0.2740159164387468, 0.016636866672746834]","[6.968704304972827, 7.998605030345151, 6.432345309679846, 7.997260105802834]"
ROI_33_2,esteatose,"(357, 159)","(314, 195)",28,28,1.546603630306445,"[0.0010386849876993967, 9.96802334587187e-12, 2.6847107823254356e-13, 2.1583244077143993e-14, 4.945662802014859e-28, 6.60663610542873e-20, -1.5667426576784765e-27]","[0.5185522001508395, 0.00695817700849779, 0.26001552116024695, 0.0069582449920873755]","[6.9865209953370915, 8.001842611667453, 6.427404387069382, 8.001737292210926]"
ROI_33_3,esteatose,"(351, 165)","(307, 198)",28,28,1.6641249281871835,"[0.0010099117919987527, 3.5746624895464657e-10, 6.21535406999847e-14, 4.2393261524483696e-15, -4.9286241291612233e-29, 3.013910921669193e-20, -4.8023568127714375e-29]","[0.5185587538296859, 0.025431877053106917, 0.2867277140033124, 0.025431905731918752]","[6.828345761435389, 7.922624977754057, 6.419467879132873, 7.917673481904348]"
ROI_33_4,esteatose,"(347, 159)","(321, 209)",28,28,1.9051874708896135,"[0.0008870851442321994, 5.782811397755734e-11, 5.810771494887617e-13, 1.4505931877206955e-13, -3.79953049288398e-26, -1.0504011035448518e-18, 1.816640130168063e-26]","[0.518598868043624, 0.01556098552500175, 0.2723951271107815, 0.015561034966572544]","[6.904241703535309, 7.9544043293848885, 6.424408801743336, 7.950520014726495]"
ROI_33_5,esteatose,"(359, 160)","(324, 203)",28,28,1.7715405812334877,"[0.0009428764735415365, 1.9520390822574e-10, 8.67770727452939e-14, 1.9610604429493777e-14, 7.917984395368949e-28, 2.528348168941976e-19, 1.6585365524148043e-28]","[0.5185705646634665, 0.015272525589491813, 0.27201547331005105, 0.015272375194552738]","[6.967332451118005, 7.964951239708427, 6.411531371196368, 7.972987303562916]"
ROI_33_6,esteatose,"(365, 154)","(309, 197)",28,28,1.6184131147540983,"[0.001033100385062264, 1.1056150195531518e-10, 3.298539814370613e-13, 4.4279976035185594e-14, 2.069718141626917e-27, -3.9817874518367773e-19, 4.9350121016876505e-27]","[0.5185535825931928, 0.016545221601081805, 0.2738803776896124, 0.016545314207903335]","[6.962177135347335, 7.981869919207436, 6.427404387069382, 7.984980216147284]"
ROI_33_7,esteatose,"(368, 156)","(322, 213)",28,28,1.8510179931425799,"[0.000944905321859376, 1.2435892940970666e-10, 3.1526839815410296e-13, 7.515378658433217e-14, 1.0246147644730077e-26, 7.320827414976222e-19, -5.370303627352762e-27]","[0.5185715339053815, 0.012363367789376814, 0.2678048451942959, 0.01236338113478081]","[7.093631463260289, 8.06690845133895, 6.4432774029424, 8.067077111224288]"
ROI_33_8,esteatose,"(375, 163)","(315, 197)",28,28,1.4514636328774129,"[0.0011647326147123625, 1.2269439586058418e-09, 1.771511138073695e-12, 2.5720358237522095e-13, 6.432917618629263e-26, 6.211936433405686e-18, 1.6125742055945296e-25]","[0.5185421562128705, 0.026358981618098947, 0.28809204285260803, 0.02635893924044983]","[7.078789396116478, 8.068064701894144, 6.467086926751923, 8.0648211792925]"
ROI_33_9,esteatose,"(358, 155)","(309, 205)",28,28,1.8219770648860503,"[0.0009492225481909228, 1.6236204248528467e-11, 3.443833689927741e-13, 5.460780405628028e-14, 8.679812087432646e-28, -1.539609113361425e-19, 7.438171113011316e-27]","[0.5185731100853417, 0.02107943543734703, 0.28041067422280136, 0.02107941808412021]","[7.012396643202385, 8.032849574215065, 6.451213910878907, 8.0359464018573]"
ROI_34_0,esteatose,"(259, 137)","(205, 189)",28,28,1.5088794804498171,"[0.0009217515118554388, 2.5028279572592225e-12, 1.1268162148985628e-13, 9.672545926927055e-14, 9.284526336907109e-27, 7.097996329402446e-20, 3.9709308150208144e-27]","[0.5185700991528953, 0.04153541444217269, 0.31000290125331065, 0.04153534287190392]","[6.539994018632055, 7.77476968774715, 6.411531371196366, 7.774182757276795]"
ROI_34_1,esteatose,"(254, 139)","(217, 193)",28,28,1.420090235492627,"[0.0009818504953910802, 9.804657994296821e-11, 3.1335181774177953e-13, 4.8738520741221384e-14, -2.8410135302452745e-27, -2.9064589460486386e-19, 5.311039077671566e-27]","[0.5185606693509971, 0.021597380571482624, 0.2811782748402299, 0.021597472304809566]","[6.9338703225737435, 7.95026555960523, 6.387721847386842, 7.946804054621915]"
ROI_34_2,esteatose,"(267, 154)","(213, 190)",28,28,1.338456080071706,"[0.001034337077001389, 1.807212886437959e-10, 9.855253019338604e-14, 3.0824340979027143e-13, -4.093952618905612e-26, 4.123738919617252e-18, -3.4789458680683797e-26]","[0.5185514629982377, 0.014664592961406049, 0.27116356438938904, 0.014664638611580924]","[7.069648996362409, 8.061064149016559, 6.451213910878906, 8.056886670885397]"
ROI_34_3,esteatose,"(242, 136)","(205, 182)",28,28,1.4961865043582807,"[0.0009080193899521678, 3.2026651075072486e-10, 5.242836661240581e-14, 2.2346609342367977e-13, 2.4184437435377024e-26, -3.588149179106155e-18, 4.172599269399909e-28]","[0.5185800776388058, 0.03233556934811712, 0.2966822112218245, 0.03233541509960294]","[7.000202898109552, 8.036414087609282, 6.467086926751921, 8.037217677157498]"
ROI_34_4,esteatose,"(250, 146)","(211, 191)",28,28,1.445889707940655,"[0.000995980260167249, 1.9008584965765316e-11, 1.6532065354145812e-13, 3.0261610763333043e-13, 2.7542746334136837e-26, 4.432353547118296e-19, -6.182920127534766e-26]","[0.518558183038736, 0.01823256593999581, 0.27631406068279524, 0.01823258663322497]","[7.065348545659093, 8.045190400583174, 6.435340895005889, 8.043026545256346]"
